Município1;Código Município IBGE;UF1;Data;Média de Índice De Isolamento
FRANCA;3516200;SP;terça-feira, 28/07;41%
FRANCA;3516200;SP;segunda-feira, 27/07;42%
FRANCA;3516200;SP;domingo, 26/07;48%
FRANCA;3516200;SP;sábado, 25/07;42%
FRANCA;3516200;SP;sexta-feira, 24/07;40%
FRANCA;3516200;SP;quinta-feira, 23/07;41%
FRANCA;3516200;SP;quarta-feira, 22/07;41%
FRANCA;3516200;SP;terça-feira, 21/07;41%
FRANCA;3516200;SP;segunda-feira, 20/07;40%
FRANCA;3516200;SP;domingo, 19/07;46%
FRANCA;3516200;SP;sábado, 18/07;45%
FRANCA;3516200;SP;sexta-feira, 17/07;44%
FRANCA;3516200;SP;quinta-feira, 16/07;46%
FRANCA;3516200;SP;quarta-feira, 15/07;45%
FRANCA;3516200;SP;terça-feira, 14/07;45%
FRANCA;3516200;SP;segunda-feira, 13/07;45%
FRANCA;3516200;SP;domingo, 12/07;45%
FRANCA;3516200;SP;sábado, 11/07;45%
FRANCA;3516200;SP;sexta-feira, 10/07;45%
FRANCA;3516200;SP;quinta-feira, 09/07;45%
FRANCA;3516200;SP;quarta-feira, 08/07;45%
FRANCA;3516200;SP;terça-feira, 07/07;44%
FRANCA;3516200;SP;segunda-feira, 06/07;45%
FRANCA;3516200;SP;domingo, 05/07;46%
FRANCA;3516200;SP;sábado, 04/07;45%
FRANCA;3516200;SP;sexta-feira, 03/07;44%
FRANCA;3516200;SP;quinta-feira, 02/07;45%
FRANCA;3516200;SP;quarta-feira, 01/07;45%
FRANCA;3516200;SP;terça-feira, 30/06;46%
FRANCA;3516200;SP;segunda-feira, 29/06;45%
FRANCA;3516200;SP;domingo, 28/06;46%
FRANCA;3516200;SP;sábado, 27/06;44%
FRANCA;3516200;SP;sexta-feira, 26/06;45%
FRANCA;3516200;SP;quinta-feira, 25/06;45%
FRANCA;3516200;SP;quarta-feira, 24/06;46%
FRANCA;3516200;SP;terça-feira, 23/06;47%
FRANCA;3516200;SP;segunda-feira, 22/06;47%
FRANCA;3516200;SP;domingo, 21/06;46%
FRANCA;3516200;SP;sábado, 20/06;44%
FRANCA;3516200;SP;sexta-feira, 19/06;45%
FRANCA;3516200;SP;quinta-feira, 18/06;44%
FRANCA;3516200;SP;quarta-feira, 17/06;46%
FRANCA;3516200;SP;terça-feira, 16/06;46%
FRANCA;3516200;SP;segunda-feira, 15/06;45%
FRANCA;3516200;SP;domingo, 14/06;46%
FRANCA;3516200;SP;sábado, 13/06;45%
FRANCA;3516200;SP;sexta-feira, 12/06;44%
FRANCA;3516200;SP;quinta-feira, 11/06;46%
FRANCA;3516200;SP;quarta-feira, 10/06;45%
FRANCA;3516200;SP;terça-feira, 09/06;46%
FRANCA;3516200;SP;segunda-feira, 08/06;46%
FRANCA;3516200;SP;domingo, 07/06;46%
FRANCA;3516200;SP;sábado, 06/06;45%
FRANCA;3516200;SP;sexta-feira, 05/06;45%
FRANCA;3516200;SP;quinta-feira, 04/06;46%
FRANCA;3516200;SP;quarta-feira, 03/06;46%
FRANCA;3516200;SP;terça-feira, 02/06;46%
FRANCA;3516200;SP;segunda-feira, 01/06;45%
FRANCA;3516200;SP;domingo, 31/05;46%
FRANCA;3516200;SP;sábado, 30/05;46%
FRANCA;3516200;SP;sexta-feira, 29/05;45%
FRANCA;3516200;SP;quinta-feira, 28/05;46%
FRANCA;3516200;SP;quarta-feira, 27/05;45%
FRANCA;3516200;SP;terça-feira, 26/05;42%
FRANCA;3516200;SP;segunda-feira, 25/05;45%
FRANCA;3516200;SP;domingo, 24/05;47%
FRANCA;3516200;SP;sábado, 23/05;45%
FRANCA;3516200;SP;sexta-feira, 22/05;45%
FRANCA;3516200;SP;quinta-feira, 21/05;46%
FRANCA;3516200;SP;quarta-feira, 20/05;46%
FRANCA;3516200;SP;terça-feira, 19/05;46%
FRANCA;3516200;SP;segunda-feira, 18/05;46%
FRANCA;3516200;SP;domingo, 17/05;47%
FRANCA;3516200;SP;sábado, 16/05;45%
FRANCA;3516200;SP;sexta-feira, 15/05;43%
FRANCA;3516200;SP;quinta-feira, 14/05;43%
FRANCA;3516200;SP;quarta-feira, 13/05;43%
FRANCA;3516200;SP;terça-feira, 12/05;44%
FRANCA;3516200;SP;segunda-feira, 11/05;44%
FRANCA;3516200;SP;domingo, 10/05;55%
FRANCA;3516200;SP;sábado, 09/05;48%
FRANCA;3516200;SP;sexta-feira, 08/05;42%
FRANCA;3516200;SP;quinta-feira, 07/05;43%
FRANCA;3516200;SP;quarta-feira, 06/05;40%
FRANCA;3516200;SP;terça-feira, 05/05;44%
FRANCA;3516200;SP;segunda-feira, 04/05;45%
FRANCA;3516200;SP;domingo, 03/05;61%
FRANCA;3516200;SP;sábado, 02/05;54%
FRANCA;3516200;SP;sexta-feira, 01/05;55%
FRANCA;3516200;SP;quinta-feira, 30/04;42%
FRANCA;3516200;SP;quarta-feira, 29/04;44%
FRANCA;3516200;SP;terça-feira, 28/04;44%
FRANCA;3516200;SP;segunda-feira, 27/04;43%
FRANCA;3516200;SP;domingo, 26/04;60%
FRANCA;3516200;SP;sábado, 25/04;50%
FRANCA;3516200;SP;sexta-feira, 24/04;41%
FRANCA;3516200;SP;quinta-feira, 23/04;42%
FRANCA;3516200;SP;quarta-feira, 22/04;41%
FRANCA;3516200;SP;terça-feira, 21/04;53%
FRANCA;3516200;SP;segunda-feira, 20/04;46%
FRANCA;3516200;SP;domingo, 19/04;61%
FRANCA;3516200;SP;sábado, 18/04;51%
FRANCA;3516200;SP;sexta-feira, 17/04;44%
FRANCA;3516200;SP;quinta-feira, 16/04;45%
FRANCA;3516200;SP;quarta-feira, 15/04;44%
FRANCA;3516200;SP;terça-feira, 14/04;45%
FRANCA;3516200;SP;segunda-feira, 13/04;46%
FRANCA;3516200;SP;domingo, 12/04;59%
FRANCA;3516200;SP;sábado, 11/04;52%
FRANCA;3516200;SP;sexta-feira, 10/04;60%
FRANCA;3516200;SP;quinta-feira, 09/04;43%
FRANCA;3516200;SP;quarta-feira, 08/04;45%
FRANCA;3516200;SP;terça-feira, 07/04;46%
FRANCA;3516200;SP;segunda-feira, 06/04;47%
FRANCA;3516200;SP;domingo, 05/04;58%
FRANCA;3516200;SP;sábado, 04/04;55%
FRANCA;3516200;SP;sexta-feira, 03/04;50%
FRANCA;3516200;SP;quinta-feira, 02/04;48%
FRANCA;3516200;SP;quarta-feira, 01/04;50%
FRANCA;3516200;SP;terça-feira, 31/03;50%
FRANCA;3516200;SP;segunda-feira, 30/03;52%
FRANCA;3516200;SP;domingo, 29/03;58%
FRANCA;3516200;SP;sábado, 28/03;54%
FRANCA;3516200;SP;sexta-feira, 27/03;50%
FRANCA;3516200;SP;quinta-feira, 26/03;52%
FRANCA;3516200;SP;quarta-feira, 25/03;54%
FRANCA;3516200;SP;terça-feira, 24/03;53%
FRANCA;3516200;SP;segunda-feira, 23/03;53%
FRANCA;3516200;SP;domingo, 22/03;58%
FRANCA;3516200;SP;sábado, 21/03;58%
FRANCA;3516200;SP;sexta-feira, 20/03;44%
FRANCA;3516200;SP;quinta-feira, 19/03;39%
FRANCA;3516200;SP;quarta-feira, 18/03;38%
FRANCA;3516200;SP;terça-feira, 17/03;36%
FRANCA;3516200;SP;sexta-feira, 13/03;32%
FRANCA;3516200;SP;quinta-feira, 12/03;28%
FRANCA;3516200;SP;sexta-feira, 06/03;31%
FRANCA;3516200;SP;quinta-feira, 05/03;34%
FRANCISCO MORATO;3516309;SP;domingo, 06/09;46%
FRANCISCO MORATO;3516309;SP;sábado, 05/09;44%
FRANCISCO MORATO;3516309;SP;sexta-feira, 04/09;42%
FRANCISCO MORATO;3516309;SP;quinta-feira, 03/09;43%
FRANCISCO MORATO;3516309;SP;quarta-feira, 02/09;43%
FRANCISCO MORATO;3516309;SP;terça-feira, 01/09;44%
FRANCISCO MORATO;3516309;SP;segunda-feira, 31/08;43%
FRANCISCO MORATO;3516309;SP;domingo, 30/08;49%
FRANCISCO MORATO;3516309;SP;sábado, 29/08;44%
FRANCISCO MORATO;3516309;SP;sexta-feira, 28/08;43%
FRANCISCO MORATO;3516309;SP;quinta-feira, 27/08;43%
FRANCISCO MORATO;3516309;SP;quarta-feira, 26/08;42%
FRANCISCO MORATO;3516309;SP;terça-feira, 25/08;45%
FRANCISCO MORATO;3516309;SP;segunda-feira, 24/08;43%
FRANCISCO MORATO;3516309;SP;domingo, 23/08;49%
FRANCISCO MORATO;3516309;SP;sábado, 22/08;46%
FRANCISCO MORATO;3516309;SP;sexta-feira, 21/08;43%
FRANCISCO MORATO;3516309;SP;quinta-feira, 20/08;44%
FRANCISCO MORATO;3516309;SP;quarta-feira, 19/08;42%
FRANCISCO MORATO;3516309;SP;terça-feira, 18/08;46%
FRANCISCO MORATO;3516309;SP;segunda-feira, 17/08;44%
FRANCISCO MORATO;3516309;SP;domingo, 16/08;51%
FRANCISCO MORATO;3516309;SP;sábado, 15/08;46%
FRANCISCO MORATO;3516309;SP;sexta-feira, 14/08;43%
FRANCISCO MORATO;3516309;SP;quinta-feira, 13/08;44%
FRANCISCO MORATO;3516309;SP;quarta-feira, 12/08;43%
FRANCISCO MORATO;3516309;SP;terça-feira, 11/08;44%
FRANCISCO MORATO;3516309;SP;segunda-feira, 10/08;42%
FRANCISCO MORATO;3516309;SP;domingo, 09/08;42%
FRANCISCO MORATO;3516309;SP;sábado, 08/08;39%
FRANCISCO MORATO;3516309;SP;sexta-feira, 07/08;37%
FRANCISCO MORATO;3516309;SP;quinta-feira, 06/08;38%
FRANCISCO MORATO;3516309;SP;quarta-feira, 05/08;38%
FRANCISCO MORATO;3516309;SP;terça-feira, 04/08;39%
FRANCISCO MORATO;3516309;SP;segunda-feira, 03/08;38%
FRANCISCO MORATO;3516309;SP;domingo, 02/08;44%
FRANCISCO MORATO;3516309;SP;sábado, 01/08;40%
FRANCISCO MORATO;3516309;SP;sexta-feira, 31/07;38%
FRANCISCO MORATO;3516309;SP;quinta-feira, 30/07;39%
FRANCISCO MORATO;3516309;SP;quarta-feira, 29/07;39%
FRANCISCO MORATO;3516309;SP;terça-feira, 28/07;38%
FRANCISCO MORATO;3516309;SP;segunda-feira, 27/07;39%
FRANCISCO MORATO;3516309;SP;domingo, 26/07;45%
FRANCISCO MORATO;3516309;SP;sábado, 25/07;41%
FRANCISCO MORATO;3516309;SP;sexta-feira, 24/07;38%
FRANCISCO MORATO;3516309;SP;quinta-feira, 23/07;39%
FRANCISCO MORATO;3516309;SP;quarta-feira, 22/07;38%
FRANCISCO MORATO;3516309;SP;terça-feira, 21/07;39%
FRANCISCO MORATO;3516309;SP;segunda-feira, 20/07;39%
FRANCISCO MORATO;3516309;SP;domingo, 19/07;47%
FRANCISCO MORATO;3516309;SP;sábado, 18/07;43%
FRANCISCO MORATO;3516309;SP;sexta-feira, 17/07;42%
FRANCISCO MORATO;3516309;SP;quinta-feira, 16/07;43%
FRANCISCO MORATO;3516309;SP;quarta-feira, 15/07;44%
FRANCISCO MORATO;3516309;SP;terça-feira, 14/07;43%
FRANCISCO MORATO;3516309;SP;segunda-feira, 13/07;43%
FRANCISCO MORATO;3516309;SP;domingo, 12/07;47%
FRANCISCO MORATO;3516309;SP;sábado, 11/07;45%
FRANCISCO MORATO;3516309;SP;sexta-feira, 10/07;43%
FRANCISCO MORATO;3516309;SP;quinta-feira, 09/07;44%
FRANCISCO MORATO;3516309;SP;quarta-feira, 08/07;43%
FRANCISCO MORATO;3516309;SP;terça-feira, 07/07;43%
FRANCISCO MORATO;3516309;SP;segunda-feira, 06/07;43%
FRANCISCO MORATO;3516309;SP;domingo, 05/07;48%
FRANCISCO MORATO;3516309;SP;sábado, 04/07;44%
FRANCISCO MORATO;3516309;SP;sexta-feira, 03/07;43%
FRANCISCO MORATO;3516309;SP;quinta-feira, 02/07;44%
FRANCISCO MORATO;3516309;SP;quarta-feira, 01/07;44%
FRANCISCO MORATO;3516309;SP;terça-feira, 30/06;44%
FRANCISCO MORATO;3516309;SP;segunda-feira, 29/06;44%
FRANCISCO MORATO;3516309;SP;domingo, 28/06;49%
FRANCISCO MORATO;3516309;SP;sábado, 27/06;46%
FRANCISCO MORATO;3516309;SP;sexta-feira, 26/06;44%
FRANCISCO MORATO;3516309;SP;quinta-feira, 25/06;42%
FRANCISCO MORATO;3516309;SP;quarta-feira, 24/06;44%
FRANCISCO MORATO;3516309;SP;terça-feira, 23/06;45%
FRANCISCO MORATO;3516309;SP;segunda-feira, 22/06;44%
FRANCISCO MORATO;3516309;SP;domingo, 21/06;48%
FRANCISCO MORATO;3516309;SP;sábado, 20/06;45%
FRANCISCO MORATO;3516309;SP;sexta-feira, 19/06;44%
FRANCISCO MORATO;3516309;SP;quinta-feira, 18/06;43%
FRANCISCO MORATO;3516309;SP;quarta-feira, 17/06;44%
FRANCISCO MORATO;3516309;SP;terça-feira, 16/06;45%
FRANCISCO MORATO;3516309;SP;segunda-feira, 15/06;45%
FRANCISCO MORATO;3516309;SP;domingo, 14/06;49%
FRANCISCO MORATO;3516309;SP;sábado, 13/06;46%
FRANCISCO MORATO;3516309;SP;sexta-feira, 12/06;44%
FRANCISCO MORATO;3516309;SP;quinta-feira, 11/06;47%
FRANCISCO MORATO;3516309;SP;quarta-feira, 10/06;45%
FRANCISCO MORATO;3516309;SP;terça-feira, 09/06;44%
FRANCISCO MORATO;3516309;SP;segunda-feira, 08/06;44%
FRANCISCO MORATO;3516309;SP;domingo, 07/06;49%
FRANCISCO MORATO;3516309;SP;sábado, 06/06;48%
FRANCISCO MORATO;3516309;SP;sexta-feira, 05/06;44%
FRANCISCO MORATO;3516309;SP;quinta-feira, 04/06;46%
FRANCISCO MORATO;3516309;SP;quarta-feira, 03/06;45%
FRANCISCO MORATO;3516309;SP;terça-feira, 02/06;46%
FRANCISCO MORATO;3516309;SP;segunda-feira, 01/06;46%
FRANCISCO MORATO;3516309;SP;domingo, 31/05;50%
FRANCISCO MORATO;3516309;SP;sábado, 30/05;48%
FRANCISCO MORATO;3516309;SP;sexta-feira, 29/05;45%
FRANCISCO MORATO;3516309;SP;quinta-feira, 28/05;47%
FRANCISCO MORATO;3516309;SP;quarta-feira, 27/05;46%
FRANCISCO MORATO;3516309;SP;terça-feira, 26/05;44%
FRANCISCO MORATO;3516309;SP;segunda-feira, 25/05;47%
FRANCISCO MORATO;3516309;SP;domingo, 24/05;52%
FRANCISCO MORATO;3516309;SP;sábado, 23/05;48%
FRANCISCO MORATO;3516309;SP;sexta-feira, 22/05;46%
FRANCISCO MORATO;3516309;SP;quinta-feira, 21/05;48%
FRANCISCO MORATO;3516309;SP;quarta-feira, 20/05;47%
FRANCISCO MORATO;3516309;SP;terça-feira, 19/05;47%
FRANCISCO MORATO;3516309;SP;segunda-feira, 18/05;46%
FRANCISCO MORATO;3516309;SP;domingo, 17/05;51%
FRANCISCO MORATO;3516309;SP;sábado, 16/05;48%
FRANCISCO MORATO;3516309;SP;sexta-feira, 15/05;48%
FRANCISCO MORATO;3516309;SP;quinta-feira, 14/05;50%
FRANCISCO MORATO;3516309;SP;quarta-feira, 13/05;49%
FRANCISCO MORATO;3516309;SP;terça-feira, 12/05;49%
FRANCISCO MORATO;3516309;SP;segunda-feira, 11/05;48%
FRANCISCO MORATO;3516309;SP;domingo, 10/05;54%
FRANCISCO MORATO;3516309;SP;sábado, 09/05;50%
FRANCISCO MORATO;3516309;SP;sexta-feira, 08/05;46%
FRANCISCO MORATO;3516309;SP;quinta-feira, 07/05;48%
FRANCISCO MORATO;3516309;SP;quarta-feira, 06/05;48%
FRANCISCO MORATO;3516309;SP;terça-feira, 05/05;48%
FRANCISCO MORATO;3516309;SP;segunda-feira, 04/05;48%
FRANCISCO MORATO;3516309;SP;domingo, 03/05;57%
FRANCISCO MORATO;3516309;SP;sábado, 02/05;51%
FRANCISCO MORATO;3516309;SP;sexta-feira, 01/05;57%
FRANCISCO MORATO;3516309;SP;quinta-feira, 30/04;47%
FRANCISCO MORATO;3516309;SP;quarta-feira, 29/04;49%
FRANCISCO MORATO;3516309;SP;terça-feira, 28/04;49%
FRANCISCO MORATO;3516309;SP;segunda-feira, 27/04;50%
FRANCISCO MORATO;3516309;SP;domingo, 26/04;59%
FRANCISCO MORATO;3516309;SP;sábado, 25/04;53%
FRANCISCO MORATO;3516309;SP;sexta-feira, 24/04;49%
FRANCISCO MORATO;3516309;SP;quinta-feira, 23/04;49%
FRANCISCO MORATO;3516309;SP;quarta-feira, 22/04;49%
FRANCISCO MORATO;3516309;SP;terça-feira, 21/04;57%
FRANCISCO MORATO;3516309;SP;segunda-feira, 20/04;51%
FRANCISCO MORATO;3516309;SP;domingo, 19/04;60%
FRANCISCO MORATO;3516309;SP;sábado, 18/04;54%
FRANCISCO MORATO;3516309;SP;sexta-feira, 17/04;49%
FRANCISCO MORATO;3516309;SP;quinta-feira, 16/04;51%
FRANCISCO MORATO;3516309;SP;quarta-feira, 15/04;51%
FRANCISCO MORATO;3516309;SP;terça-feira, 14/04;50%
FRANCISCO MORATO;3516309;SP;segunda-feira, 13/04;51%
FRANCISCO MORATO;3516309;SP;domingo, 12/04;59%
FRANCISCO MORATO;3516309;SP;sábado, 11/04;54%
FRANCISCO MORATO;3516309;SP;sexta-feira, 10/04;58%
FRANCISCO MORATO;3516309;SP;quinta-feira, 09/04;48%
FRANCISCO MORATO;3516309;SP;quarta-feira, 08/04;48%
FRANCISCO MORATO;3516309;SP;terça-feira, 07/04;50%
FRANCISCO MORATO;3516309;SP;segunda-feira, 06/04;50%
FRANCISCO MORATO;3516309;SP;domingo, 05/04;58%
FRANCISCO MORATO;3516309;SP;sábado, 04/04;56%
FRANCISCO MORATO;3516309;SP;sexta-feira, 03/04;53%
FRANCISCO MORATO;3516309;SP;quinta-feira, 02/04;52%
FRANCISCO MORATO;3516309;SP;quarta-feira, 01/04;51%
FRANCISCO MORATO;3516309;SP;terça-feira, 31/03;54%
FRANCISCO MORATO;3516309;SP;segunda-feira, 30/03;54%
FRANCISCO MORATO;3516309;SP;domingo, 29/03;57%
FRANCISCO MORATO;3516309;SP;sábado, 28/03;54%
FRANCISCO MORATO;3516309;SP;sexta-feira, 27/03;50%
FRANCISCO MORATO;3516309;SP;quinta-feira, 26/03;49%
FRANCISCO MORATO;3516309;SP;quarta-feira, 25/03;52%
FRANCISCO MORATO;3516309;SP;terça-feira, 24/03;50%
FRANCISCO MORATO;3516309;SP;segunda-feira, 23/03;51%
FRANCISCO MORATO;3516309;SP;domingo, 22/03;55%
FRANCISCO MORATO;3516309;SP;sábado, 21/03;54%
FRANCISCO MORATO;3516309;SP;sexta-feira, 20/03;42%
FRANCISCO MORATO;3516309;SP;quinta-feira, 19/03;41%
FRANCISCO MORATO;3516309;SP;quarta-feira, 18/03;39%
FRANCISCO MORATO;3516309;SP;terça-feira, 17/03;39%
FRANCISCO MORATO;3516309;SP;sexta-feira, 13/03;34%
FRANCISCO MORATO;3516309;SP;quinta-feira, 12/03;32%
FRANCISCO MORATO;3516309;SP;sexta-feira, 06/03;33%
FRANCISCO MORATO;3516309;SP;quinta-feira, 05/03;34%
FRANCO DA ROCHA;3516408;SP;domingo, 06/09;45%
FRANCO DA ROCHA;3516408;SP;sábado, 05/09;41%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 04/09;40%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 03/09;41%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 02/09;41%
FRANCO DA ROCHA;3516408;SP;terça-feira, 01/09;42%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 31/08;41%
FRANCO DA ROCHA;3516408;SP;domingo, 30/08;47%
FRANCO DA ROCHA;3516408;SP;sábado, 29/08;41%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 28/08;41%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 27/08;42%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 26/08;42%
FRANCO DA ROCHA;3516408;SP;terça-feira, 25/08;42%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 24/08;42%
FRANCO DA ROCHA;3516408;SP;domingo, 23/08;49%
FRANCO DA ROCHA;3516408;SP;sábado, 22/08;45%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 21/08;41%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 20/08;42%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 19/08;41%
FRANCO DA ROCHA;3516408;SP;terça-feira, 18/08;43%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 17/08;42%
FRANCO DA ROCHA;3516408;SP;domingo, 16/08;49%
FRANCO DA ROCHA;3516408;SP;sábado, 15/08;43%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 14/08;41%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 13/08;42%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 12/08;41%
FRANCO DA ROCHA;3516408;SP;terça-feira, 11/08;42%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 10/08;39%
FRANCO DA ROCHA;3516408;SP;domingo, 09/08;40%
FRANCO DA ROCHA;3516408;SP;sábado, 08/08;37%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 07/08;35%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 06/08;37%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 05/08;36%
FRANCO DA ROCHA;3516408;SP;terça-feira, 04/08;38%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 03/08;37%
FRANCO DA ROCHA;3516408;SP;domingo, 02/08;43%
FRANCO DA ROCHA;3516408;SP;sábado, 01/08;39%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 31/07;37%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 30/07;38%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 29/07;38%
FRANCO DA ROCHA;3516408;SP;terça-feira, 28/07;38%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 27/07;39%
FRANCO DA ROCHA;3516408;SP;domingo, 26/07;44%
FRANCO DA ROCHA;3516408;SP;sábado, 25/07;39%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 24/07;37%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 23/07;37%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 22/07;36%
FRANCO DA ROCHA;3516408;SP;terça-feira, 21/07;37%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 20/07;37%
FRANCO DA ROCHA;3516408;SP;domingo, 19/07;45%
FRANCO DA ROCHA;3516408;SP;sábado, 18/07;41%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 17/07;40%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 16/07;40%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 15/07;41%
FRANCO DA ROCHA;3516408;SP;terça-feira, 14/07;40%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 13/07;40%
FRANCO DA ROCHA;3516408;SP;domingo, 12/07;45%
FRANCO DA ROCHA;3516408;SP;sábado, 11/07;42%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 10/07;39%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 09/07;41%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 08/07;40%
FRANCO DA ROCHA;3516408;SP;terça-feira, 07/07;40%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 06/07;41%
FRANCO DA ROCHA;3516408;SP;domingo, 05/07;45%
FRANCO DA ROCHA;3516408;SP;sábado, 04/07;42%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 03/07;40%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 02/07;41%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 01/07;41%
FRANCO DA ROCHA;3516408;SP;terça-feira, 30/06;41%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 29/06;42%
FRANCO DA ROCHA;3516408;SP;domingo, 28/06;47%
FRANCO DA ROCHA;3516408;SP;sábado, 27/06;43%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 26/06;41%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 25/06;40%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 24/06;41%
FRANCO DA ROCHA;3516408;SP;terça-feira, 23/06;42%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 22/06;41%
FRANCO DA ROCHA;3516408;SP;domingo, 21/06;46%
FRANCO DA ROCHA;3516408;SP;sábado, 20/06;43%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 19/06;41%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 18/06;41%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 17/06;41%
FRANCO DA ROCHA;3516408;SP;terça-feira, 16/06;42%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 15/06;42%
FRANCO DA ROCHA;3516408;SP;domingo, 14/06;47%
FRANCO DA ROCHA;3516408;SP;sábado, 13/06;43%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 12/06;41%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 11/06;43%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 10/06;41%
FRANCO DA ROCHA;3516408;SP;terça-feira, 09/06;41%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 08/06;41%
FRANCO DA ROCHA;3516408;SP;domingo, 07/06;46%
FRANCO DA ROCHA;3516408;SP;sábado, 06/06;44%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 05/06;41%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 04/06;42%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 03/06;42%
FRANCO DA ROCHA;3516408;SP;terça-feira, 02/06;43%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 01/06;43%
FRANCO DA ROCHA;3516408;SP;domingo, 31/05;47%
FRANCO DA ROCHA;3516408;SP;sábado, 30/05;47%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 29/05;42%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 28/05;43%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 27/05;43%
FRANCO DA ROCHA;3516408;SP;terça-feira, 26/05;42%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 25/05;45%
FRANCO DA ROCHA;3516408;SP;domingo, 24/05;49%
FRANCO DA ROCHA;3516408;SP;sábado, 23/05;46%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 22/05;43%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 21/05;44%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 20/05;44%
FRANCO DA ROCHA;3516408;SP;terça-feira, 19/05;43%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 18/05;43%
FRANCO DA ROCHA;3516408;SP;domingo, 17/05;49%
FRANCO DA ROCHA;3516408;SP;sábado, 16/05;45%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 15/05;51%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 14/05;50%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 13/05;51%
FRANCO DA ROCHA;3516408;SP;terça-feira, 12/05;50%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 11/05;51%
FRANCO DA ROCHA;3516408;SP;domingo, 10/05;56%
FRANCO DA ROCHA;3516408;SP;sábado, 09/05;53%
FRANCO DA ROCHA;3516408;SP;sexta-feira, 08/05;49%
FRANCO DA ROCHA;3516408;SP;quinta-feira, 07/05;50%
FRANCO DA ROCHA;3516408;SP;quarta-feira, 06/05;50%
FRANCO DA ROCHA;3516408;SP;terça-feira, 05/05;51%
FRANCO DA ROCHA;3516408;SP;segunda-feira, 04/05;51%
FRANCO DA ROCHA;3516408;SP;domingo, 03/05;62%
FRANCO DA ROCHA;3516408;SP;sábado, 02/05;55%
